id, tenure, age, marital, address, income, ed, employ, gender, reside, longmon, tollmon, wiremon, longten, tollten, wireten, ebill, churn
926, 19, 25, 1, 6, 27, 4, 0, 1, 2, 9.55, 20.5, 0, 172.55, 398.95, 0, 0, 1
927, 42, 54, 0, 19, 57, 3, 10, 1, 1, 8.7, 0, 47.5, 356.45, 0, 1932.35, 1, 0
928, 51, 49, 0, 29, 45, 1, 16, 0, 1, 15.7, 0, 0, 815.05, 0, 0, 0, 0
929, 32, 22, 1, 2, 17, 2, 2, 1, 4, 4.8, 28, 0, 157.25, 952.9, 0, 0, 1
930, 26, 55, 1, 13, 61, 1, 26, 0, 2, 4.25, 29, 0, 102.45, 729.15, 0, 0, 0
931, 39, 44, 1, 14, 418, 4, 18, 0, 2, 7.05, 27.5, 0, 269, 1046.2, 0, 0, 0
932, 72, 53, 0, 12, 152, 2, 32, 1, 1, 43.25, 50.5, 44.9, 3115, 3669, 3120.35, 0, 0
933, 4, 39, 0, 11, 38, 4, 1, 0, 2, 2.8, 22.75, 30.2, 9.35, 103.45, 76.9, 0, 1
934, 54, 50, 1, 5, 151, 4, 20, 0, 3, 21.95, 40.25, 21.8, 1248.25, 2030.2, 1121.05, 0, 0
935, 34, 40, 1, 21, 23, 4, 9, 1, 3, 5.95, 25.75, 37.7, 207.7, 805.85, 1257.7, 1, 0
936, 20, 25, 1, 4, 33, 4, 0, 1, 3, 4.55, 16, 27.05, 115.65, 288.75, 511.25, 1, 0
937, 14, 49, 0, 4, 26, 1, 8, 0, 1, 6.5, 0, 0, 86.7, 0, 0, 0, 0
938, 61, 59, 0, 26, 89, 1, 40, 1, 1, 17.35, 35, 0, 988.8, 2166.8, 0, 0, 0
939, 4, 24, 0, 2, 25, 4, 0, 0, 1, 3.75, 0, 0, 12.4, 0, 0, 0, 1
940, 16, 48, 0, 25, 59, 2, 13, 0, 2, 7.85, 20.25, 0, 104.9, 349.4, 0, 0, 1
941, 13, 41, 0, 9, 55, 2, 12, 1, 3, 4.85, 0, 0, 55.65, 0, 0, 1, 0
942, 53, 37, 1, 18, 25, 3, 6, 1, 2, 9.95, 0, 0, 558.15, 0, 0, 1, 1
943, 58, 36, 1, 13, 39, 2, 8, 1, 7, 16.4, 38.25, 57.05, 933.1, 2355.4, 3247.95, 1, 1
944, 25, 38, 1, 19, 56, 1, 19, 1, 2, 10.55, 0, 23.65, 290.25, 0, 578.45, 0, 0
945, 71, 61, 1, 19, 155, 3, 30, 0, 2, 23.9, 27.5, 0, 1684.05, 1935.15, 0, 0, 0
946, 22, 33, 1, 13, 119, 5, 0, 1, 4, 4.3, 23.25, 60.35, 88.5, 520.45, 1230.7, 1, 1
947, 46, 48, 1, 15, 64, 3, 20, 0, 2, 10.2, 26.5, 23.2, 393.55, 1316.7, 948.75, 1, 0
948, 66, 50, 1, 2, 333, 5, 24, 0, 2, 10.3, 0, 0, 659.55, 0, 0, 0, 0
949, 69, 58, 1, 29, 26, 2, 7, 1, 3, 32.65, 33, 50.65, 2321.8, 2378.2, 3475.45, 0, 0
950, 38, 49, 1, 3, 33, 4, 11, 0, 4, 6.85, 0, 25.15, 285.55, 0, 954, 1, 0
951, 16, 35, 0, 7, 46, 3, 3, 0, 1, 5.1, 0, 0, 74.1, 0, 0, 1, 0
952, 44, 39, 1, 8, 41, 2, 8, 0, 4, 7.55, 16.25, 0, 353.3, 638.25, 0, 1, 0
953, 50, 50, 0, 24, 31, 1, 8, 0, 1, 11.95, 0, 0, 540.5, 0, 0, 0, 0
954, 10, 23, 0, 1, 29, 4, 0, 1, 1, 4.95, 32, 50.45, 62.1, 323.8, 416, 1, 0
955, 7, 41, 0, 6, 94, 2, 16, 0, 1, 3.85, 28, 41.4, 27.95, 218.9, 237.25, 1, 0
956, 71, 48, 0, 25, 288, 3, 19, 0, 1, 30.9, 0, 0, 2123.6, 0, 0, 0, 0
957, 16, 39, 1, 5, 31, 1, 4, 1, 5, 5, 0, 0, 69.6, 0, 0, 0, 0
958, 6, 20, 0, 0, 25, 2, 0, 1, 2, 1.9, 20.75, 0, 19.3, 114.4, 0, 0, 0
959, 46, 55, 0, 24, 269, 2, 35, 0, 1, 10.1, 39, 0, 449.7, 1829.75, 0, 0, 0
960, 51, 49, 1, 13, 203, 3, 27, 0, 4, 17.6, 22, 0, 961.9, 1125.25, 0, 0, 0
961, 5, 34, 0, 12, 22, 2, 2, 0, 2, 3.6, 12.5, 19.3, 16.1, 46.7, 86.15, 1, 1
962, 49, 54, 1, 23, 25, 2, 1, 1, 4, 14.65, 0, 0, 719.5, 0, 0, 0, 0
963, 49, 51, 1, 14, 222, 5, 16, 0, 2, 12.25, 0, 0, 575.6, 0, 0, 1, 0
964, 26, 30, 1, 4, 76, 3, 7, 0, 2, 9.45, 0, 0, 214.7, 0, 0, 1, 0
965, 22, 39, 0, 4, 55, 2, 17, 1, 1, 5.4, 38.75, 50.2, 81.55, 908.35, 1147.4, 1, 1
966, 51, 45, 1, 4, 46, 3, 6, 0, 2, 20.7, 34.75, 48.65, 1082.4, 1711.75, 2353.35, 0, 0
967, 19, 27, 1, 7, 56, 4, 1, 0, 4, 4.75, 0, 37.7, 97.85, 0, 692.95, 1, 1
968, 9, 36, 0, 1, 79, 3, 11, 1, 5, 5.8, 27.75, 25.9, 44.55, 246, 186.8, 0, 1
969, 15, 25, 1, 0, 51, 3, 2, 1, 2, 3.15, 0, 0, 45.35, 0, 0, 0, 0
970, 57, 63, 0, 19, 61, 1, 27, 0, 1, 12.7, 38.25, 0, 767.75, 2239.7, 0, 0, 0
971, 48, 45, 0, 15, 41, 1, 10, 1, 2, 10.2, 0, 0, 445.7, 0, 0, 0, 0
972, 9, 53, 1, 20, 50, 2, 13, 1, 2, 3.1, 0, 0, 22, 0, 0, 1, 1
973, 61, 52, 0, 21, 82, 1, 18, 0, 1, 12.1, 0, 0, 751.75, 0, 0, 0, 0
974, 72, 53, 0, 34, 108, 1, 23, 0, 1, 32.55, 35.5, 40.75, 2361.35, 2535.4, 2886.05, 0, 0
975, 57, 60, 0, 20, 14, 2, 27, 1, 1, 16.1, 14, 0, 938.65, 822.35, 0, 0, 0
976, 57, 51, 0, 10, 46, 1, 13, 0, 1, 15.1, 0, 0, 901.05, 0, 0, 0, 0
977, 37, 60, 1, 0, 46, 1, 20, 0, 3, 8.8, 37.75, 0, 293.65, 1377.85, 0, 0, 0
978, 45, 51, 0, 13, 146, 4, 16, 0, 2, 20.25, 0, 0, 869.75, 0, 0, 1, 0
979, 45, 39, 1, 15, 36, 1, 11, 1, 5, 15.2, 0, 0, 736.75, 0, 0, 0, 0
980, 55, 44, 0, 24, 83, 1, 23, 1, 1, 17.35, 24.5, 0, 973.1, 1343.5, 0, 0, 0
981, 24, 27, 0, 2, 17, 3, 3, 0, 5, 5.2, 18.5, 0, 89, 462.25, 0, 0, 1
982, 1, 20, 0, 1, 18, 3, 0, 0, 1, 4.2, 0, 16.85, 4.2, 0, 16.85, 1, 1
983, 34, 23, 1, 3, 24, 1, 7, 1, 4, 6, 28, 0, 203.25, 959.4, 0, 0, 0
984, 14, 37, 1, 5, 48, 3, 1, 1, 4, 4.9, 14.5, 0, 78.2, 230.35, 0, 0, 0
985, 6, 32, 0, 10, 47, 1, 10, 0, 1, 3.85, 23.75, 0, 29.9, 128.45, 0, 0, 0
986, 24, 30, 0, 0, 25, 4, 5, 0, 2, 8.7, 47.75, 64, 186.6, 1152.9, 1542.9, 1, 1
987, 3, 26, 1, 6, 59, 4, 0, 1, 3, 2.55, 23.5, 19.2, 2.7, 80.5, 29.7, 0, 1
988, 4, 30, 0, 1, 45, 4, 6, 0, 3, 3.65, 0, 0, 8.85, 0, 0, 1, 1
989, 72, 40, 1, 19, 163, 4, 15, 0, 2, 39, 31.25, 0, 2914, 2176.85, 0, 1, 0
990, 44, 56, 0, 4, 63, 2, 6, 1, 1, 7.5, 20.25, 0, 342.2, 861.95, 0, 0, 1
991, 50, 43, 0, 6, 27, 3, 4, 0, 1, 15, 45.25, 0, 817.85, 2320.25, 0, 0, 0
992, 61, 50, 1, 16, 190, 2, 22, 1, 2, 16.85, 0, 44.1, 1063.15, 0, 2540.2, 1, 0
993, 34, 52, 1, 2, 106, 2, 19, 0, 2, 4.95, 19, 0, 153.5, 649.35, 0, 0, 0
994, 26, 54, 1, 30, 26, 3, 1, 1, 2, 5.2, 23.5, 39.25, 149.2, 670.1, 1004.35, 1, 1
995, 15, 46, 1, 17, 63, 5, 1, 0, 2, 3.7, 16.5, 33.1, 40.55, 207.35, 475.3, 1, 1
996, 10, 39, 0, 0, 27, 3, 0, 1, 3, 3, 0, 0, 32.25, 0, 0, 1, 0
997, 7, 34, 0, 2, 22, 5, 5, 1, 1, 4.65, 0, 0, 29.35, 0, 0, 0, 0
998, 67, 59, 0, 40, 944, 5, 33, 1, 1, 26.75, 32, 65.8, 1837.55, 2117.65, 4392.85, 1, 0
999, 70, 49, 0, 18, 87, 2, 22, 1, 1, 25.6, 33.5, 0, 1841.85, 2368.2, 0, 0, 0
1000, 50, 36, 1, 7, 39, 3, 3, 1, 3, 13.15, 0, 0, 665.4, 0, 0, 1, 1
